indice,codibge, uf, pop, cifpm, part_uf
128,351120,SP,"7,502",0.6,0.067537%
129,351130,SP,"8,553",0.6,0.067537%
130,351140,SP,"18,703",1.2,0.135074%
131,351150,SP,"43,473",1.8,0.202611%
132,351160,SP,"16,717",1.0,0.112562%
133,351170,SP,"16,092",1.0,0.112562%
134,355720,SP,"12,480",0.8,0.090050%
135,351190,SP,"7,717",0.6,0.067537%
136,351200,SP,"18,107",1.2,0.135074%
137,351210,SP,"6,196",0.6,0.067537%
138,351220,SP,"26,689",1.4,0.157587%
139,351230,SP,"17,162",1.2,0.135074%
140,351240,SP,"22,648",1.2,0.135074%
141,351250,SP,"5,615",0.6,0.067537%
142,351260,SP,"5,009",0.6,0.067537%
143,351270,SP,"4,018",0.6,0.067537%
144,351280,SP,"64,415",2.4,0.270149%
145,351290,SP,"7,404",0.6,0.067537%
146,351300,SP,"220,941",4.0,0.450249%
147,351310,SP,"33,543",1.6,0.180099%
148,351320,SP,"8,089",0.6,0.067537%
149,351330,SP,"2,260",0.6,0.067537%
150,351340,SP,"80,408",2.6,0.292661%
151,351350,SP,"125,178",3.4,0.382710%
152,351360,SP,"22,251",1.2,0.135074%
153,351370,SP,"32,595",1.6,0.180099%
154,351380,SP,"406,718",4.0,0.450249%
155,351385,SP,"1,760",0.6,0.067537%
156,351390,SP,"11,604",0.8,0.090050%
157,351400,SP,"8,432",0.6,0.067537%
158,351410,SP,"26,126",1.4,0.157587%
159,351420,SP,"2,148",0.6,0.067537%
160,351430,SP,"8,884",0.6,0.067537%
161,351440,SP,"45,346",2.0,0.225124%
162,351450,SP,"12,585",0.8,0.090050%
163,351460,SP,"8,874",0.6,0.067537%
164,351470,SP,"6,389",0.6,0.067537%
165,351480,SP,"15,238",1.0,0.112562%
166,351490,SP,"16,762",1.0,0.112562%
167,351492,SP,"3,359",0.6,0.067537%
168,351495,SP,"2,486",0.6,0.067537%
169,351500,SP,"256,247",4.0,0.450249%
170,351510,SP,"66,273",2.4,0.270149%
171,351512,SP,"3,149",0.6,0.067537%
172,351515,SP,"17,681",1.2,0.135074%
173,351518,SP,"43,611",1.8,0.202611%
174,351519,SP,"4,525",0.6,0.067537%
175,355730,SP,"10,669",0.8,0.090050%
176,351520,SP,"8,458",0.6,0.067537%
177,351530,SP,"2,752",0.6,0.067537%
178,351535,SP,"9,729",0.6,0.067537%
179,351540,SP,"15,889",1.0,0.112562%
180,351560,SP,"5,736",0.6,0.067537%
181,351550,SP,"67,543",2.4,0.270149%
182,351565,SP,"1,646",0.6,0.067537%
183,351570,SP,"180,326",4.0,0.450249%
184,351580,SP,"1,699",0.6,0.067537%
185,351590,SP,"3,042",0.6,0.067537%
186,351600,SP,"13,704",1.0,0.112562%
187,351610,SP,"2,843",0.6,0.067537%
188,351620,SP,"336,734",4.0,0.450249%
189,351630,SP,"164,718",4.0,0.450249%
190,351640,SP,"141,824",3.6,0.405223%
191,351650,SP,"2,790",0.6,0.067537%
192,351660,SP,"7,019",0.6,0.067537%
193,351670,SP,"44,479",2.0,0.225124%
194,351680,SP,"4,482",0.6,0.067537%
195,351685,SP,"4,635",0.6,0.067537%
196,351690,SP,"10,970",0.8,0.090050%
197,351700,SP,"11,209",0.8,0.090050%
198,351710,SP,"4,745",0.6,0.067537%
199,351720,SP,"11,385",0.8,0.090050%
200,351730,SP,"5,654",0.6,0.067537%
201,351740,SP,"39,314",1.8,0.202611%
202,351750,SP,"19,409",1.2,0.135074%
203,351760,SP,"18,129",1.2,0.135074%
204,351770,SP,"20,733",1.2,0.135074%
205,351780,SP,"8,586",0.6,0.067537%
206,351790,SP,"10,584",0.8,0.090050%
207,351800,SP,"2,023",0.6,0.067537%
208,351810,SP,"6,629",0.6,0.067537%
209,351820,SP,"32,023",1.6,0.180099%
210,351830,SP,"27,679",1.4,0.157587%
211,351840,SP,"117,663",3.4,0.382710%
212,351850,SP,"16,149",1.0,0.112562%
213,351860,SP,"37,747",1.8,0.202611%
214,351870,SP,"306,683",4.0,0.450248%
215,351880,SP,"1,299,249",4.0,0.450248%
216,351885,SP,"7,341",0.6,0.067537%
217,351890,SP,"5,023",0.6,0.067537%
218,351900,SP,"9,154",0.6,0.067537%
219,351905,SP,"12,707",0.8,0.090050%
220,351907,SP,"209,139",4.0,0.450248%
221,351910,SP,"10,776",0.8,0.090050%
222,351920,SP,"6,530",0.6,0.067537%
223,351925,SP,"7,431",0.6,0.067537%
224,351930,SP,"32,810",1.6,0.180099%
225,351940,SP,"11,615",0.8,0.090050%
226,351950,SP,"7,203",0.6,0.067537%
227,351960,SP,"56,531",2.2,0.247636%
228,351970,SP,"75,241",2.6,0.292661%
229,351980,SP,"7,877",0.6,0.067537%
230,351990,SP,"7,966",0.6,0.067537%
231,352000,SP,"24,299",1.4,0.157587%
232,352010,SP,"29,365",1.4,0.157587%
233,352020,SP,"9,251",0.6,0.067537%
234,352030,SP,"30,124",1.4,0.157587%
235,352042,SP,"9,908",0.6,0.067537%
236,352044,SP,"26,138",1.4,0.157587%
237,352040,SP,"30,983",1.6,0.180099%
238,352050,SP,"222,042",4.0,0.450248%
239,352060,SP,"4,951",0.6,0.067537%
240,352070,SP,"3,988",0.6,0.067537%
241,352080,SP,"3,826",0.6,0.067537%
242,352090,SP,"14,383",1.0,0.112562%
243,352100,SP,"31,745",1.6,0.180099%
244,352110,SP,"6,638",0.6,0.067537%
245,352115,SP,"4,858",0.6,0.067537%
246,352120,SP,"4,369",0.6,0.067537%
247,352130,SP,"15,184",1.0,0.112562%
248,352140,SP,"21,815",1.2,0.135074%
249,352150,SP,"7,666",0.6,0.067537%
250,352160,SP,"8,123",0.6,0.067537%
251,352170,SP,"18,158",1.2,0.135074%
252,352180,SP,"25,535",1.4,0.157587%
253,352190,SP,"15,104",1.0,0.112562%
254,352200,SP,"3,505",0.6,0.067537%
255,352210,SP,"93,696",3.0,0.337686%
256,352215,SP,"3,332",0.6,0.067537%
257,352220,SP,"163,363",4.0,0.450248%
258,352230,SP,"153,810",3.8,0.427735%
259,352240,SP,"91,807",3.0,0.337686%
260,352250,SP,"217,005",4.0,0.450248%
261,352260,SP,"72,048",2.6,0.292661%
262,352265,SP,"4,081",0.6,0.067537%
263,352270,SP,"41,920",1.8,0.202611%
264,352280,SP,"15,064",1.0,0.112562%
265,352290,SP,"13,023",0.8,0.090050%
266,352300,SP,"4,629",0.6,0.067537%
267,352310,SP,"344,558",4.0,0.450248%
268,352320,SP,"49,818",2.0,0.225124%
269,352330,SP,"16,441",1.0,0.112562%
270,352340,SP,"109,907",3.2,0.360198%
271,352350,SP,"19,297",1.2,0.135074%
272,352360,SP,"16,709",1.0,0.112562%
273,352370,SP,"6,232",0.6,0.067537%
274,352380,SP,"7,807",0.6,0.067537%
275,352390,SP,"163,882",4.0,0.450248%
276,352400,SP,"51,082",2.2,0.247636%
277,352410,SP,"40,552",1.8,0.202611%
278,352420,SP,"6,846",0.6,0.067537%
279,352430,SP,"75,041",2.6,0.292661%
280,352440,SP,"223,064",4.0,0.450248%
281,352450,SP,"6,233",0.6,0.067537%
282,352460,SP,"17,801",1.2,0.135074%
283,352470,SP,"49,497",2.0,0.225124%
284,352480,SP,"48,724",2.0,0.225124%
285,352490,SP,"5,868",0.6,0.067537%
286,352500,SP,"116,041",3.4,0.382710%
287,352510,SP,"40,640",1.8,0.202611%
288,352520,SP,"26,353",1.4,0.157587%
289,352530,SP,"140,077",3.6,0.405223%
290,352540,SP,"3,230",0.6,0.067537%
291,352550,SP,"12,492",0.8,0.090050%
292,352560,SP,"4,361",0.6,0.067537%
293,352570,SP,"34,846",1.6,0.180099%
294,352580,SP,"4,639",0.6,0.067537%
295,352585,SP,"3,042",0.6,0.067537%
296,352590,SP,"393,920",4.0,0.450248%
297,352600,SP,"19,765",1.2,0.135074%
298,352610,SP,"19,535",1.2,0.135074%
299,352620,SP,"30,239",1.4,0.157587%
300,352630,SP,"4,966",0.6,0.067537%
301,352640,SP,"26,853",1.4,0.157587%
302,352650,SP,"9,995",0.6,0.067537%
303,352660,SP,"6,950",0.6,0.067537%
304,352670,SP,"97,505",3.0,0.337686%
305,352680,SP,"65,026",2.4,0.270149%
306,352690,SP,"291,748",4.0,0.450248%
307,352700,SP,"7,265",0.6,0.067537%
308,352710,SP,"75,117",2.6,0.292661%
309,352720,SP,"86,337",2.8,0.315173%
310,352725,SP,"2,227",0.6,0.067537%
311,352730,SP,"41,700",1.8,0.202611%
312,352740,SP,"20,918",1.2,0.135074%
313,352750,SP,"2,345",0.6,0.067537%
314,352760,SP,"12,704",0.8,0.090050%
315,352770,SP,"5,384",0.6,0.067537%
316,352780,SP,"4,523",0.6,0.067537%
317,352790,SP,"2,754",0.6,0.067537%
318,352800,SP,"16,909",1.0,0.112562%
319,352810,SP,"7,978",0.6,0.067537%
320,352820,SP,"3,756",0.6,0.067537%
321,352830,SP,"3,246",0.6,0.067537%
322,352840,SP,"45,436",2.0,0.225124%
323,352850,SP,"88,883",2.8,0.315173%
324,352860,SP,"9,464",0.6,0.067537%
325,352870,SP,"5,251",0.6,0.067537%
326,352880,SP,"13,842",1.0,0.112562%
327,352885,SP,"2,818",0.6,0.067537%
328,352890,SP,"4,057",0.6,0.067537%
329,352900,SP,"228,618",4.0,0.450248%
330,352910,SP,"2,160",0.6,0.067537%
331,352920,SP,"25,473",1.4,0.157587%
332,352930,SP,"80,528",2.6,0.292661%
333,352940,SP,"444,136",4.0,0.450248%
334,352950,SP,"5,014",0.6,0.067537%
335,352960,SP,"3,934",0.6,0.067537%
336,352965,SP,"1,935",0.6,0.067537%
337,352970,SP,"21,471",1.2,0.135074%
338,352980,SP,"12,583",0.8,0.090050%
339,353000,SP,"2,968",0.6,0.067537%
340,352990,SP,"20,790",1.2,0.135074%
341,353010,SP,"28,758",1.4,0.157587%
342,353020,SP,"17,820",1.2,0.135074%
343,353030,SP,"56,910",2.2,0.247636%
344,353040,SP,"4,574",0.6,0.067537%
345,353050,SP,"68,590",2.4,0.270149%
346,353060,SP,"414,907",4.0,0.450248%
347,353070,SP,"144,963",3.8,0.427735%
348,353080,SP,"90,558",2.8,0.315173%
349,353090,SP,"3,411",0.6,0.067537%
350,353100,SP,"2,219",0.6,0.067537%
351,353110,SP,"50,641",2.0,0.225124%
352,353120,SP,"7,593",0.6,0.067537%
353,353130,SP,"48,907",2.0,0.225124%
354,353140,SP,"23,294",1.2,0.135074%
355,353150,SP,"19,376",1.2,0.135074%
356,353160,SP,"4,187",0.6,0.067537%
357,353180,SP,"53,488",2.2,0.247636%
358,353170,SP,"4,381",0.6,0.067537%
359,353190,SP,"30,991",1.6,0.180099%
360,353200,SP,"12,621",0.8,0.090050%
361,353205,SP,"4,534",0.6,0.067537%
362,353210,SP,"4,375",0.6,0.067537%
363,353215,SP,"2,905",0.6,0.067537%
364,353220,SP,"4,564",0.6,0.067537%
365,353230,SP,"6,821",0.6,0.067537%
366,353240,SP,"17,451",1.2,0.135074%
367,353250,SP,"9,017",0.6,0.067537%
368,353260,SP,"11,203",0.8,0.090050%
369,353270,SP,"4,669",0.6,0.067537%
370,353280,SP,"6,367",0.6,0.067537%
371,353282,SP,"9,100",0.6,0.067537%
372,353284,SP,"2,087",0.6,0.067537%
373,353286,SP,"1,195",0.6,0.067537%
374,353290,SP,"10,108",0.6,0.067537%
375,353300,SP,"20,346",1.2,0.135074%
376,353310,SP,"2,270",0.6,0.067537%
377,353320,SP,"3,423",0.6,0.067537%
378,353330,SP,"3,728",0.6,0.067537%
379,353340,SP,"55,229",2.2,0.247636%
380,353325,SP,"5,089",0.6,0.067537%
381,353350,SP,"38,828",1.8,0.202611%
382,353360,SP,"7,164",0.6,0.067537%
383,353370,SP,"4,296",0.6,0.067537%
384,353380,SP,"2,676",0.6,0.067537%
385,353390,SP,"52,650",2.2,0.247636%
386,353400,SP,"4,128",0.6,0.067537%
387,353410,SP,"6,366",0.6,0.067537%
388,353420,SP,"6,244",0.6,0.067537%
389,353430,SP,"42,020",1.8,0.202611%
390,353440,SP,"691,652",4.0,0.450248%
391,353450,SP,"2,614",0.6,0.067537%
392,353460,SP,"32,229",1.6,0.180099%
393,353470,SP,"108,674",3.2,0.360198%
394,353480,SP,"8,216",0.6,0.067537%
395,353475,SP,"9,215",0.6,0.067537%
396,353490,SP,"13,829",1.0,0.112562%
397,353500,SP,"11,904",0.8,0.090050%
398,353510,SP,"11,922",0.8,0.090050%
399,353520,SP,"9,700",0.6,0.067537%
400,353530,SP,"21,987",1.2,0.135074%
401,353540,SP,"15,288",1.0,0.112562%
402,353550,SP,"44,310",2.0,0.225124%
403,353560,SP,"18,040",1.2,0.135074%
404,353570,SP,"6,207",0.6,0.067537%
405,353580,SP,"18,965",1.2,0.135074%
406,353590,SP,"3,983",0.6,0.067537%
407,353600,SP,"11,124",0.8,0.090050%
408,353610,SP,"5,979",0.6,0.067537%
409,353620,SP,"19,239",1.2,0.135074%
410,353625,SP,"2,118",0.6,0.067537%
411,353630,SP,"13,821",1.0,0.112562%
412,353640,SP,"6,807",0.6,0.067537%
413,353650,SP,"92,668",3.0,0.337686%
414,353657,SP,"1,836",0.6,0.067537%
415,353660,SP,"8,893",0.6,0.067537%
416,353670,SP,"44,073",1.8,0.202611%
417,353680,SP,"6,009",0.6,0.067537%
418,353690,SP,"2,595",0.6,0.067537%
419,353700,SP,"16,382",1.0,0.112562%
420,353710,SP,"44,509",2.0,0.225124%
421,353715,SP,"3,054",0.6,0.067537%
422,353720,SP,"10,791",0.8,0.090050%
423,353730,SP,"61,371",2.4,0.270149%
424,353740,SP,"25,742",1.4,0.157587%
425,353750,SP,"8,006",0.6,0.067537%
426,353760,SP,"63,815",2.4,0.270149%
427,353770,SP,"5,626",0.6,0.067537%
428,353780,SP,"54,323",2.2,0.247636%
429,353790,SP,"27,880",1.4,0.157587%
430,353800,SP,"157,062",4.0,0.450248%
431,353810,SP,"16,013",1.0,0.112562%
432,353820,SP,"14,067",1.0,0.112562%
433,353830,SP,"3,665",0.6,0.067537%
434,353850,SP,"14,278",1.0,0.112562%
435,353860,SP,"26,371",1.4,0.157587%
436,353870,SP,"385,287",4.0,0.450248%
437,353880,SP,"29,532",1.4,0.157587%
438,353890,SP,"24,098",1.4,0.157587%
439,353900,SP,"11,112",0.8,0.090050%
440,353910,SP,"17,091",1.2,0.135074%
441,353920,SP,"26,146",1.4,0.157587%
442,353930,SP,"73,656",2.6,0.292661%
443,353940,SP,"12,839",0.8,0.090050%
444,353950,SP,"37,499",1.8,0.202611%
445,353960,SP,"4,808",0.6,0.067537%
446,353970,SP,"3,378",0.6,0.067537%
447,353980,SP,"112,015",3.2,0.360198%
448,353990,SP,"5,726",0.6,0.067537%
449,354000,SP,"21,060",1.2,0.135074%
450,354010,SP,"3,537",0.6,0.067537%
451,354020,SP,"44,236",2.0,0.225124%
452,354025,SP,"4,341",0.6,0.067537%
453,354030,SP,"2,593",0.6,0.067537%
454,354040,SP,"4,299",0.6,0.067537%
455,354050,SP,"9,021",0.6,0.067537%
456,354060,SP,"51,320",2.2,0.247636%
457,354070,SP,"54,056",2.2,0.247636%
458,354075,SP,"21,501",1.2,0.135074%
459,354080,SP,"16,401",1.0,0.112562%
460,354085,SP,"3,315",0.6,0.067537%
461,354090,SP,"19,077",1.2,0.135074%
462,354100,SP,"287,967",4.0,0.450248%
463,354105,SP,"4,912",0.6,0.067537%
464,354110,SP,"4,205",0.6,0.067537%
465,354120,SP,"13,724",1.0,0.112562%
466,354130,SP,"43,155",1.8,0.202611%
467,354140,SP,"218,960",4.0,0.450248%
468,354150,SP,"39,265",1.8,0.202611%
469,354160,SP,"37,985",1.8,0.202611%
470,354165,SP,"3,489",0.6,0.067537%
471,354170,SP,"13,501",0.8,0.090050%
472,354180,SP,"3,060",0.6,0.067537%
473,354190,SP,"12,234",0.8,0.090050%
474,354200,SP,"6,339",0.6,0.067537%
475,354210,SP,"8,952",0.6,0.067537%
476,354220,SP,"29,732",1.4,0.157587%
477,354230,SP,"3,952",0.6,0.067537%
478,354240,SP,"19,468",1.2,0.135074%
479,354250,SP,"8,218",0.6,0.067537%
480,354260,SP,"56,123",2.2,0.247636%
481,354270,SP,"7,054",0.6,0.067537%
482,354280,SP,"3,427",0.6,0.067537%
483,354290,SP,"12,750",0.8,0.090050%
484,354300,SP,"18,093",1.2,0.135074%
485,354310,SP,"4,510",0.6,0.067537%
486,354320,SP,"4,575",0.6,0.067537%
487,354323,SP,"2,248",0.6,0.067537%
488,354325,SP,"7,667",0.6,0.067537%
489,354330,SP,"118,871",3.4,0.382710%
490,354340,SP,"649,556",4.0,0.450248%
491,354360,SP,"3,574",0.6,0.067537%
492,354370,SP,"10,768",0.8,0.090050%
493,354380,SP,"10,170",0.6,0.067537%
494,354390,SP,"196,821",4.0,0.450248%
495,354400,SP,"31,982",1.6,0.180099%
496,354410,SP,"47,142",2.0,0.225124%
497,354420,SP,"11,429",0.8,0.090050%
498,354350,SP,"6,096",0.6,0.067537%
499,354425,SP,"19,156",1.2,0.135074%
500,354430,SP,"10,168",0.6,0.067537%
501,354440,SP,"2,917",0.6,0.067537%
502,354450,SP,"3,017",0.6,0.067537%
503,354460,SP,"5,452",0.6,0.067537%
504,354470,SP,"2,460",0.6,0.067537%
505,354480,SP,"5,853",0.6,0.067537%
506,354490,SP,"11,225",0.8,0.090050%
507,354500,SP,"16,462",1.0,0.112562%
508,354510,SP,"5,079",0.6,0.067537%
509,354515,SP,"7,607",0.6,0.067537%
510,354520,SP,"112,052",3.2,0.360198%
511,354530,SP,"42,710",1.8,0.202611%
512,354540,SP,"9,156",0.6,0.067537%
513,354550,SP,"3,974",0.6,0.067537%
514,354560,SP,"15,017",1.0,0.112562%
515,354570,SP,"5,941",0.6,0.067537%
516,354580,SP,"188,302",4.0,0.450248%
517,354600,SP,"14,395",1.0,0.112562%
518,354610,SP,"2,141",0.6,0.067537%
519,354620,SP,"4,251",0.6,0.067537%
520,354625,SP,"2,056",0.6,0.067537%
521,354630,SP,"32,009",1.6,0.180099%
522,354640,SP,"46,092",2.0,0.225124%
523,354650,SP,"5,701",0.6,0.067537%
524,354660,SP,"30,872",1.6,0.180099%
525,354670,SP,"23,793",1.4,0.157587%
526,354680,SP,"53,784",2.2,0.247636%
527,354690,SP,"8,613",0.6,0.067537%
528,354700,SP,"5,776",0.6,0.067537%
529,354710,SP,"2,929",0.6,0.067537%
530,354740,SP,"2,585",0.6,0.067537%
531,354750,SP,"27,411",1.4,0.157587%
532,354760,SP,"25,246",1.4,0.157587%
533,354765,SP,"1,511",0.6,0.067537%
534,354720,SP,"1,629",0.6,0.067537%
535,354730,SP,"120,998",3.4,0.382710%
536,354770,SP,"21,059",1.2,0.135074%
537,354780,SP,"704,942",4.0,0.450248%
538,354790,SP,"6,644",0.6,0.067537%
539,354800,SP,"21,957",1.2,0.135074%
540,354805,SP,"8,048",0.6,0.067537%
541,354810,SP,"6,078",0.6,0.067537%
542,354820,SP,"6,733",0.6,0.067537%
543,354830,SP,"2,963",0.6,0.067537%
544,354840,SP,"4,532",0.6,0.067537%
545,354850,SP,"433,153",4.0,0.450248%
546,354860,SP,"10,831",0.8,0.090050%
547,354870,SP,"805,895",4.0,0.450248%
548,354880,SP,"156,362",4.0,0.450248%
549,354890,SP,"236,457",4.0,0.450248%
550,354900,SP,"2,864",0.6,0.067537%
551,354910,SP,"87,912",2.8,0.315173%
552,354920,SP,"2,624",0.6,0.067537%
553,354925,SP,"1,865",0.6,0.067537%
554,354930,SP,"2,150",0.6,0.067537%
555,354940,SP,"49,259",2.0,0.225124%
556,354950,SP,"8,759",0.6,0.067537%
557,354960,SP,"4,190",0.6,0.067537%
558,354970,SP,"54,024",2.2,0.247636%
559,354980,SP,"434,039",4.0,0.450248%
560,354990,SP,"673,255",4.0,0.450248%
561,354995,SP,"14,874",1.0,0.112562%
562,355000,SP,"10,721",0.8,0.090050%
563,355010,SP,"40,027",1.8,0.202611%
564,355020,SP,"32,621",1.6,0.180099%
565,355040,SP,"33,638",1.6,0.180099%
566,355050,SP,"7,508",0.6,0.067537%
567,355060,SP,"84,460",2.8,0.315173%
568,355070,SP,"80,379",2.6,0.292661%
569,355080,SP,"12,394",0.8,0.090050%
570,355090,SP,"14,976",1.0,0.112562%
571,355100,SP,"350,465",4.0,0.450248%
572,355110,SP,"9,628",0.6,0.067537%
573,355120,SP,"3,707",0.6,0.067537%
574,355130,SP,"3,252",0.6,0.067537%
575,355140,SP,"12,592",0.8,0.090050%
576,355160,SP,"27,879",1.4,0.157587%
577,355150,SP,"41,728",1.8,0.202611%
578,355170,SP,"117,539",3.4,0.382710%
579,355180,SP,"13,239",0.8,0.090050%
580,355190,SP,"16,482",1.0,0.112562%
581,355200,SP,"6,083",0.6,0.067537%
582,355210,SP,"38,878",1.8,0.202611%
583,355220,SP,"629,231",4.0,0.450248%
584,355230,SP,"7,691",0.6,0.067537%
585,355240,SP,"258,556",4.0,0.450248%
586,355255,SP,"3,642",0.6,0.067537%
587,355250,SP,"279,520",4.0,0.450248%
588,355260,SP,"11,949",0.8,0.090050%
589,355270,SP,"15,590",1.0,0.112562%
590,355280,SP,"264,352",4.0,0.450248%
591,355290,SP,"6,023",0.6,0.067537%
592,355300,SP,"12,034",0.8,0.090050%
593,355310,SP,"6,153",0.6,0.067537%
594,355320,SP,"5,606",0.6,0.067537%
595,355330,SP,"23,159",1.2,0.135074%
596,355340,SP,"25,199",1.4,0.157587%
597,355350,SP,"8,125",0.6,0.067537%
598,355360,SP,"13,091",0.8,0.090050%
599,355365,SP,"2,814",0.6,0.067537%
600,355370,SP,"56,204",2.2,0.247636%
601,355380,SP,"23,083",1.2,0.135074%
602,355385,SP,"5,489",0.6,0.067537%
603,355390,SP,"7,028",0.6,0.067537%
604,355395,SP,"13,845",1.0,0.112562%
605,355400,SP,"114,314",3.2,0.360198%
606,355410,SP,"296,431",4.0,0.450248%
607,355420,SP,"4,828",0.6,0.067537%
608,355430,SP,"22,424",1.2,0.135074%
609,355440,SP,"8,969",0.6,0.067537%
610,355450,SP,"39,324",1.8,0.202611%
611,355460,SP,"2,709",0.6,0.067537%
612,355465,SP,"2,354",0.6,0.067537%
613,355470,SP,"9,754",0.6,0.067537%
614,355475,SP,"1,635",0.6,0.067537%
615,355480,SP,"43,871",1.8,0.202611%
616,355490,SP,"5,669",0.6,0.067537%
617,355495,SP,"6,369",0.6,0.067537%
618,355500,SP,"65,540",2.4,0.270149%
619,355510,SP,"14,976",1.0,0.112562%
620,355520,SP,"2,000",0.6,0.067537%
621,355530,SP,"1,942",0.6,0.067537%
622,355535,SP,"5,732",0.6,0.067537%
623,355540,SP,"84,377",2.8,0.315173%
624,355550,SP,"4,637",0.6,0.067537%
625,355560,SP,"9,885",0.6,0.067537%
626,355570,SP,"1,712",0.6,0.067537%
627,355580,SP,"9,121",0.6,0.067537%
628,355590,SP,"1,252",0.6,0.067537%
629,355600,SP,"13,345",0.8,0.090050%
630,355610,SP,"12,012",0.8,0.090050%
631,355620,SP,"116,308",3.4,0.382710%
632,355630,SP,"24,323",1.4,0.157587%
633,355635,SP,"9,550",0.6,0.067537%
634,355640,SP,"41,279",1.8,0.202611%
635,355645,SP,"47,013",2.0,0.225124%
636,355650,SP,"114,170",3.2,0.360198%
637,355660,SP,"11,032",0.8,0.090050%
638,355670,SP,"69,845",2.4,0.270149%
639,355680,SP,"18,191",1.2,0.135074%
640,355690,SP,"7,652",0.6,0.067537%
641,355695,SP,"1,809",0.6,0.067537%
642,355700,SP,"115,585",3.4,0.382710%
643,355710,SP,"89,715",2.8,0.315173%
644,355715,SP,"2,509",0.6,0.067537%
2,170030,TO,"5,820",0.6,0.597610%
3,170035,TO,"5,686",0.6,0.597610%
4,170040,TO,"7,553",0.6,0.597610%
5,170070,TO,"8,557",0.6,0.597610%
6,170100,TO,"9,952",0.6,0.597610%
7,170105,TO,"3,332",0.6,0.597610%
8,170110,TO,"4,504",0.6,0.597610%
9,170130,TO,"5,958",0.6,0.597610%
10,170190,TO,"6,716",0.6,0.597610%
11,170200,TO,"8,868",0.6,0.597610%
12,170210,TO,"164,093",4.0,3.984055%
13,170215,TO,"5,379",0.6,0.597610%
14,170220,TO,"33,524",1.6,1.593625%
15,170230,TO,"6,844",0.6,0.597610%
16,170240,TO,"10,833",0.8,0.796813%
17,170255,TO,"17,140",1.2,1.195219%
18,170270,TO,"3,625",0.6,0.597610%
19,170290,TO,"9,632",0.6,0.597610%
20,170300,TO,"10,720",0.8,0.796813%
21,170305,TO,"3,336",0.6,0.597610%
22,170307,TO,"4,371",0.6,0.597610%
23,170310,TO,"5,557",0.6,0.597610%
24,170320,TO,"4,547",0.6,0.597610%
25,170330,TO,"4,241",0.6,0.597610%
26,170360,TO,"2,154",0.6,0.597610%
27,170370,TO,"5,400",0.6,0.597610%
28,170380,TO,"10,522",0.8,0.796813%
29,170382,TO,"2,236",0.6,0.597610%
30,170384,TO,"9,000",0.6,0.597610%
31,170386,TO,"4,053",0.6,0.597610%
32,170388,TO,"2,457",0.6,0.597610%
33,170389,TO,"3,906",0.6,0.597610%
34,170390,TO,"4,965",0.6,0.597610%
35,170410,TO,"2,737",0.6,0.597610%
36,170510,TO,"3,362",0.6,0.597610%
37,170460,TO,"1,386",0.6,0.597610%
38,170550,TO,"33,078",1.6,1.593625%
39,171670,TO,"8,642",0.6,0.597610%
40,170555,TO,"4,827",0.6,0.597610%
41,170560,TO,"4,240",0.6,0.597610%
42,170600,TO,"5,314",0.6,0.597610%
43,170610,TO,"7,399",0.6,0.597610%
44,170625,TO,"1,651",0.6,0.597610%
45,170650,TO,"5,670",0.6,0.597610%
46,170700,TO,"20,566",1.2,1.195219%
47,170710,TO,"6,681",0.6,0.597610%
48,170720,TO,"7,319",0.6,0.597610%
49,170730,TO,"4,718",0.6,0.597610%
50,170740,TO,"10,203",0.8,0.796813%
51,170755,TO,"3,892",0.6,0.597610%
52,170765,TO,"5,421",0.6,0.597610%
53,170770,TO,"8,800",0.6,0.597610%
54,170820,TO,"18,804",1.2,1.195219%
55,170825,TO,"2,527",0.6,0.597610%
56,170830,TO,"5,115",0.6,0.597610%
57,170900,TO,"12,644",0.8,0.796813%
58,170930,TO,"24,629",1.4,1.394414%
59,170950,TO,"81,792",2.8,2.788836%
60,170980,TO,"1,804",0.6,0.597610%
61,171050,TO,"7,363",0.6,0.597610%
62,171070,TO,"6,092",0.6,0.597610%
63,171090,TO,"3,690",0.6,0.597610%
64,171110,TO,"2,488",0.6,0.597610%
65,171150,TO,"3,698",0.6,0.597610%
66,171180,TO,"2,262",0.6,0.597610%
67,171190,TO,"11,525",0.8,0.796813%
68,171195,TO,"3,875",0.6,0.597610%
69,171200,TO,"2,956",0.6,0.597610%
70,171215,TO,"1,749",0.6,0.597610%
71,171240,TO,"3,806",0.6,0.597610%
72,171245,TO,"2,847",0.6,0.597610%
73,171250,TO,"4,730",0.6,0.597610%
74,171270,TO,"2,430",0.6,0.597610%
75,171280,TO,"3,313",0.6,0.597610%
76,171320,TO,"20,243",1.2,1.195219%
77,171330,TO,"13,164",0.8,0.796813%
78,171360,TO,"7,286",0.6,0.597610%
79,171370,TO,"2,196",0.6,0.597610%
80,171395,TO,"3,356",0.6,0.597610%
81,171420,TO,"9,268",0.6,0.597610%
82,171430,TO,"4,301",0.6,0.597610%
83,171488,TO,"11,301",0.8,0.796813%
84,171500,TO,"4,018",0.6,0.597610%
85,171510,TO,"4,043",0.6,0.597610%
86,171515,TO,"2,349",0.6,0.597610%
87,171525,TO,"2,600",0.6,0.597610%
88,171550,TO,"1,085",0.6,0.597610%
89,171570,TO,"5,432",0.6,0.597610%
90,171380,TO,"6,180",0.6,0.597610%
91,171575,TO,"7,600",0.6,0.597610%
